AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,OREB,PF,PLUS_MINUS,PTS,REB,STL,TOV,HOME,CLASS
-10.0,-4.0,-10.0,22.0,6.0,-0.069,11.0,-5.0,-0.11800000000000005,-10.0,-1.0,0.20000000000000007,1.0,-2.0,-10.0,-5.0,-9.0,2.0,-4.0,1.0,1
-3.0,2.0,11.0,-8.0,-3.0,0.006000000000000005,-4.0,6.0,0.09399999999999997,9.0,11.0,0.137,1.0,-3.0,40.0,20.0,12.0,1.0,-2.0,1.0,1
-7.0,-2.0,-8.0,-17.0,-12.0,-0.198,9.0,-5.0,-0.10600000000000004,-8.0,-5.0,0.04299999999999993,4.0,5.0,-54.0,-27.0,-4.0,-6.0,-2.0,1.0,1
-8.0,-1.0,-8.0,2.0,0.0,-0.022999999999999993,-11.0,-12.0,-0.09499999999999997,6.0,6.0,0.029000000000000026,-8.0,0.0,-36.0,-18.0,-16.0,0.0,-1.0,1.0,1
-7.0,-6.0,3.0,6.0,1.0,-0.069,13.0,-3.0,-0.10600000000000004,1.0,1.0,0.0040000000000000036,16.0,1.0,-8.0,-4.0,19.0,-5.0,6.0,1.0,1
-4.0,-2.0,-9.0,-5.0,-3.0,-0.057999999999999996,-1.0,-5.0,-0.05500000000000005,0.0,-1.0,-0.04699999999999993,-2.0,-2.0,-28.0,-14.0,-11.0,-2.0,-4.0,1.0,1
-1.0,-1.0,0.0,-7.0,-2.0,0.04300000000000004,-9.0,-3.0,0.013999999999999957,13.0,6.0,-0.19100000000000006,-4.0,-4.0,-4.0,-2.0,-4.0,0.0,0.0,1.0,1
6.0,2.0,11.0,-3.0,-6.0,-0.14200000000000002,0.0,4.0,0.04600000000000004,-3.0,-1.0,0.03600000000000003,-3.0,2.0,2.0,1.0,8.0,-2.0,3.0,1.0,1
-13.0,-4.0,-14.0,0.0,-7.0,-0.259,-2.0,-12.0,-0.121,0.0,-3.0,-0.11099999999999999,-2.0,1.0,-68.0,-34.0,-16.0,-3.0,-1.0,1.0,1
3.0,-1.0,-6.0,-4.0,-1.0,0.02999999999999997,-6.0,-9.0,-0.07800000000000001,17.0,9.0,-0.17800000000000005,3.0,-3.0,-20.0,-10.0,-3.0,2.0,3.0,1.0,1
6.0,3.0,8.0,9.0,6.0,0.11400000000000005,0.0,4.0,0.044999999999999984,2.0,5.0,0.17800000000000005,1.0,1.0,38.0,19.0,9.0,1.0,2.0,1.0,1
-8.0,-9.0,-13.0,11.0,5.0,-0.02200000000000002,13.0,-11.0,-0.21900000000000003,1.0,-1.0,-0.06800000000000006,4.0,-1.0,-36.0,-18.0,-9.0,5.0,-5.0,1.0,1
