,AST,BLK,BLKA,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GROUP_ID,GROUP_NAME,GROUP_SET,GROUP_VALUE,L,MIN,OREB,PF,PFD,PLUS_MINUS,PTS,REB,STL,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME,TOV,W,W_PCT
31,4.05276,5.06595,-5.06595,-2.02638,8.10552,3.03957,0.078,-1.01319,5.06595,0.127,-5.06595,-7.09233,-0.239,9,2037 - 201933 - 202325 - 203085 - 2746,"Crawford,Jamal - Griffin,Blake - Johnson,Wesley - Rivers,Austin - Smith,Josh",Lineups,,5,26.0833333333,-4.05276,4.05276,-4.05276,6.07914,6.07914,-6.07914,2.02638,,,,0.0,4,0.444
32,-12.15828,6.07914,-6.07914,-1.01319,-4.05276,-4.05276,-0.146,-8.10552,-9.11871,-0.104,5.06595,3.03957,0.005,8,2037 - 201145 - 202325 - 201599 - 203085,"Crawford,Jamal - Green,Jeff - Johnson,Wesley - Jordan,DeAndre - Rivers,Austin",Lineups,,2,25.4266666667,2.02638,0.0,0.0,-19.25061,-19.25061,1.01319,-4.05276,,,,5.06595,6,0.75
33,3.03957,6.07914,-6.07914,3.03957,2.02638,0.0,-0.048,-7.09233,5.06595,0.195,6.07914,5.06595,0.055,8,2037 - 202325 - 201599 - 203085 - 2746,"Crawford,Jamal - Johnson,Wesley - Jordan,DeAndre - Rivers,Austin - Smith,Josh",Lineups,,4,24.775,-1.01319,-3.03957,3.03957,15.19785,15.19785,2.02638,2.02638,,,,-2.02638,4,0.5
34,-6.07914,1.01319,-1.01319,-2.02638,6.07914,4.05276,0.1,-6.07914,-4.05276,-0.028,9.11871,3.03957,-0.21,9,2037 - 201599 - 101108 - 200755 - 202362,"Crawford,Jamal - Jordan,DeAndre - Paul,Chris - Redick,JJ - Stephenson,Lance",Lineups,,5,23.5666666667,-1.01319,-1.01319,1.01319,-1.01319,-1.01319,-3.03957,0.0,,,,0.0,4,0.444
35,-1.01319,2.02638,-2.02638,-1.01319,-4.05276,1.01319,0.248,-4.05276,2.02638,0.109,22.29018,12.15828,-0.147,9,2037 - 201599 - 101108 - 200755 - 203085,"Crawford,Jamal - Jordan,DeAndre - Paul,Chris - Redick,JJ - Rivers,Austin",Lineups,,4,23.3766666667,-3.03957,-13.17147,13.17147,17.22423,17.22423,-4.05276,2.02638,,,,-7.09233,5,0.556
36,-1.01319,-2.02638,2.02638,6.07914,-5.06595,0.0,0.233,-14.18466,-3.03957,0.121,8.10552,0.0,-0.352,12,2037 - 201933 - 202325 - 201599 - 203085,"Crawford,Jamal - Griffin,Blake - Johnson,Wesley - Jordan,DeAndre - Rivers,Austin",Lineups,,6,22.12,-2.02638,-8.10552,8.10552,-6.07914,-6.07914,4.05276,-4.05276,,,,5.06595,6,0.5
37,-3.03957,2.02638,-2.02638,9.11871,-11.14509,-6.07914,-0.159,-22.29018,-3.03957,0.207,5.06595,5.06595,0.114,15,2037 - 202325 - 201599 - 201601 - 101108,"Crawford,Jamal - Johnson,Wesley - Jordan,DeAndre - Mbah a Moute,Luc - Paul,Chris",Lineups,,5,21.9,-9.11871,-3.03957,3.03957,-7.09233,-7.09233,0.0,0.0,,,,4.05276,10,0.667
38,-8.10552,-1.01319,1.01319,-7.09233,0.0,-2.02638,-0.333,4.05276,-6.07914,-0.208,0.0,3.03957,0.25,8,2037 - 201933 - 201599 - 101108 - 202362,"Crawford,Jamal - Griffin,Blake - Jordan,DeAndre - Paul,Chris - Stephenson,Lance",Lineups,,4,21.8333333333,-1.01319,-3.03957,3.03957,-11.14509,-11.14509,-8.10552,0.0,,,,-4.05276,4,0.5
39,-10.1319,-2.02638,2.02638,-9.11871,-1.01319,-3.03957,-0.154,6.07914,-2.02638,-0.153,7.09233,2.02638,-0.385,5,2037 - 201933 - 201599 - 101108 - 1718,"Crawford,Jamal - Griffin,Blake - Jordan,DeAndre - Paul,Chris - Pierce,Paul",Lineups,,2,21.025,2.02638,-3.03957,3.03957,-5.06595,-5.06595,-7.09233,3.03957,,,,-3.03957,3,0.6
40,2.02638,-1.01319,1.01319,2.02638,-5.06595,-2.02638,-0.048,2.02638,1.01319,0.003,10.1319,2.02638,-0.292,8,2037 - 201933 - 201599 - 203085 - 202362,"Crawford,Jamal - Griffin,Blake - Jordan,DeAndre - Rivers,Austin - Stephenson,Lance",Lineups,,5,18.845,7.09233,-3.03957,3.03957,2.02638,2.02638,9.11871,0.0,,,,-1.01319,3,0.375
