,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,FROM_YEAR,GAMES_PLAYED_FLAG,PERSON_ID,PLAYERCODE,ROSTERSTATUS,TEAM_ABBREVIATION,TEAM_CITY,TEAM_CODE,TEAM_ID,TEAM_NAME,TO_YEAR
10,0,0,10,0,0,0.0,25,11,0.44,4,4,1.0,"MAR 19, 2016",0021501036,SAS vs. GSW,37,3,2,12,26,200746,13,22015,1,2,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
11,1,1,6,0,0,0.0,14,9,0.643,5,4,0.8,"MAR 17, 2016",0021501018,SAS vs. POR,26,0,2,16,22,200746,6,22015,1,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
12,2,0,5,1,0,0.0,16,7,0.438,4,3,0.75,"MAR 15, 2016",0021501001,SAS vs. LAC,29,1,1,-2,17,200746,6,22015,2,0,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
13,3,1,7,0,0,0.0,14,9,0.643,6,6,1.0,"MAR 12, 2016",0021500979,SAS vs. OKC,37,2,2,2,24,200746,9,22015,0,3,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
14,1,1,9,0,0,0.0,19,10,0.526,6,6,1.0,"MAR 10, 2016",0021500960,SAS vs. CHI,33,1,2,7,26,200746,10,22015,2,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
15,4,4,6,0,0,0.0,13,11,0.846,8,7,0.875,"MAR 08, 2016",0021500945,SAS @ MIN,29,1,1,27,29,200746,7,22015,1,0,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
16,0,2,10,0,0,0.0,20,9,0.45,5,5,1.0,"MAR 07, 2016",0021500939,SAS @ IND,38,2,4,1,23,200746,12,22015,1,0,1,L,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
17,1,1,8,0,0,0.0,19,11,0.579,4,4,1.0,"MAR 03, 2016",0021500909,SAS @ NOP,35,0,2,6,26,200746,8,22015,0,2,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
18,3,0,10,0,0,0.0,16,10,0.625,3,3,1.0,"MAR 02, 2016",0021500905,SAS vs. DET,35,0,3,17,23,200746,10,22015,0,2,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
19,1,1,12,1,0,0.0,19,9,0.474,8,8,1.0,"FEB 27, 2016",0021500872,SAS @ HOU,33,4,2,23,26,200746,16,22015,0,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
20,2,1,6,0,0,0.0,15,7,0.467,1,1,1.0,"FEB 25, 2016",0021500860,SAS @ UTA,33,1,1,12,15,200746,7,22015,0,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
21,2,5,4,0,0,0.0,11,2,0.182,6,3,0.5,"FEB 24, 2016",0021500854,SAS @ SAC,32,5,5,-7,7,200746,9,22015,0,2,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
22,1,1,8,1,0,0.0,14,9,0.643,1,1,1.0,"FEB 21, 2016",0021500826,SAS @ PHX,34,2,4,3,19,200746,10,22015,1,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
23,3,2,6,0,0,0.0,11,6,0.545,4,4,1.0,"FEB 19, 2016",0021500818,SAS @ LAL,35,2,4,9,16,200746,8,22015,1,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
24,1,0,1,1,0,0.0,12,3,0.25,4,4,1.0,"FEB 18, 2016",0021500804,SAS @ LAC,25,2,0,-23,10,200746,3,22015,0,0,1,L,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
25,2,2,5,0,0,0.0,16,8,0.5,5,5,1.0,"FEB 10, 2016",0021500790,SAS @ ORL,33,2,2,5,21,200746,7,22015,0,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
26,4,1,4,0,0,0.0,16,10,0.625,8,8,1.0,"FEB 09, 2016",0021500784,SAS @ MIA,32,0,1,14,28,200746,4,22015,0,0,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
27,2,0,6,0,0,0.0,18,11,0.611,5,4,0.8,"FEB 06, 2016",0021500767,SAS vs. LAL,34,3,2,2,26,200746,9,22015,0,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
28,2,2,7,1,0,0.0,11,5,0.455,4,4,1.0,"FEB 05, 2016",0021500759,SAS @ DAL,28,3,1,21,14,200746,10,22015,2,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
29,1,3,4,0,0,0.0,20,12,0.6,12,12,1.0,"FEB 03, 2016",0021500742,SAS vs. NOP,34,2,3,2,36,200746,6,22015,1,2,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
30,0,5,3,0,0,0.0,13,9,0.692,12,10,0.833,"FEB 01, 2016",0021500726,SAS vs. ORL,32,1,1,11,28,200746,4,22015,0,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
31,0,0,1,0,0,0.0,11,7,0.636,2,1,0.5,"JAN 30, 2016",0021500713,SAS @ CLE,26,1,3,-9,15,200746,2,22015,0,0,1,L,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
32,5,0,4,0,0,0.0,13,9,0.692,7,7,1.0,"JAN 27, 2016",0021500689,SAS vs. HOU,30,6,4,25,25,200746,10,22015,0,2,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
33,1,2,2,1,0,0.0,9,2,0.222,2,1,0.5,"JAN 25, 2016",0021500675,SAS @ GSW,25,1,1,-20,5,200746,3,22015,0,3,1,L,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
34,2,0,5,0,0,0.0,9,3,0.333,1,1,1.0,"JAN 21, 2016",0021500644,SAS @ PHX,22,0,3,7,7,200746,5,22015,0,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
35,1,1,6,0,0,0.0,15,9,0.6,5,5,1.0,"JAN 17, 2016",0021500612,SAS vs. DAL,27,1,1,16,23,200746,7,22015,0,0,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
36,2,0,6,0,0,0.0,7,2,0.286,2,2,1.0,"JAN 14, 2016",0021500590,SAS vs. CLE,29,2,4,-7,6,200746,8,22015,0,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
37,1,0,8,0,0,0.0,19,10,0.526,2,2,1.0,"JAN 12, 2016",0021500570,SAS @ DET,36,5,3,5,22,200746,13,22015,1,3,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
38,2,0,7,0,0,0.0,17,12,0.706,1,1,1.0,"JAN 11, 2016",0021500566,SAS @ BKN,28,4,2,21,25,200746,11,22015,0,0,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
39,2,0,5,0,0,0.0,17,8,0.471,0,0,0.0,"JAN 08, 2016",0021500546,SAS vs. NYK,34,4,1,-6,16,200746,9,22015,0,2,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
40,1,1,5,0,0,0.0,14,6,0.429,5,4,0.8,"JAN 04, 2016",0021500516,SAS @ MIL,30,6,2,11,16,200746,11,22015,0,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
41,0,0,7,0,0,0.0,16,10,0.625,4,4,1.0,"JAN 02, 2016",0021500502,SAS vs. HOU,32,2,3,22,24,200746,9,22015,2,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
42,2,1,10,1,0,0.0,12,8,0.667,10,5,0.5,"DEC 30, 2015",0021500481,SAS vs. PHX,29,2,2,17,21,200746,12,22015,0,2,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
43,1,0,5,0,0,0.0,8,3,0.375,0,0,0.0,"DEC 28, 2015",0021500465,SAS vs. MIN,27,1,5,-8,6,200746,6,22015,0,3,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
44,0,3,8,0,0,0.0,14,6,0.429,0,0,0.0,"DEC 26, 2015",0021500450,SAS vs. DEN,30,1,2,7,12,200746,9,22015,0,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
45,2,0,4,0,0,0.0,17,9,0.529,0,0,0.0,"DEC 25, 2015",0021500439,SAS @ HOU,36,5,3,1,18,200746,9,22015,0,1,1,L,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
46,0,1,6,1,0,0.0,9,4,0.444,5,4,0.8,"DEC 23, 2015",0021500431,SAS @ MIN,29,2,2,15,12,200746,8,22015,1,2,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
47,1,1,6,0,0,0.0,11,4,0.364,2,2,1.0,"DEC 21, 2015",0021500416,SAS vs. IND,27,3,2,5,10,200746,9,22015,3,0,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
48,3,1,11,0,0,0.0,18,11,0.611,6,4,0.667,"DEC 18, 2015",0021500393,SAS vs. LAC,32,2,4,2,26,200746,13,22015,0,0,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
49,1,0,5,0,0,0.0,12,6,0.5,2,2,1.0,"DEC 16, 2015",0021500379,SAS vs. WAS,33,1,2,6,14,200746,6,22015,1,0,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
50,0,0,6,0,0,0.0,10,6,0.6,6,6,1.0,"DEC 14, 2015",0021500364,SAS vs. UTA,24,2,1,29,18,200746,8,22015,0,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
51,1,1,5,0,0,0.0,9,5,0.556,3,3,1.0,"DEC 12, 2015",0021500347,SAS @ ATL,27,1,2,22,13,200746,6,22015,0,3,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
52,3,0,6,0,0,0.0,20,11,0.55,5,2,0.4,"DEC 11, 2015",0021500342,SAS vs. LAL,27,5,0,20,24,200746,11,22015,0,2,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
53,1,1,4,1,0,0.0,10,4,0.4,6,5,0.833,"DEC 09, 2015",0021500323,SAS @ TOR,34,3,2,-15,13,200746,7,22015,0,3,1,L,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
54,1,0,9,0,0,0.0,15,11,0.733,4,4,1.0,"DEC 07, 2015",0021500305,SAS @ PHI,22,0,2,23,26,200746,9,22015,0,0,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
55,1,1,5,0,0,0.0,15,8,0.533,2,1,0.5,"DEC 05, 2015",0021500296,SAS vs. BOS,27,3,4,-7,17,200746,8,22015,0,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
56,0,3,2,0,0,0.0,14,7,0.5,6,4,0.667,"DEC 03, 2015",0021500280,SAS @ MEM,33,2,1,14,18,200746,4,22015,0,1,2,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
57,0,5,7,0,0,0.0,10,3,0.3,0,0,0.0,"DEC 02, 2015",0021500275,SAS vs. MIL,23,2,2,3,6,200746,9,22015,0,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
58,0,1,11,0,0,0.0,18,10,0.556,3,1,0.333,"NOV 30, 2015",0021500257,SAS @ CHI,33,1,1,11,21,200746,12,22015,0,2,1,L,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
59,1,2,3,0,0,0.0,15,6,0.4,1,1,1.0,"NOV 28, 2015",0021500242,SAS vs. ATL,25,3,1,14,13,200746,6,22015,3,2,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
60,1,1,3,1,0,0.0,11,4,0.364,0,0,0.0,"NOV 27, 2015",0021500235,SAS @ DEN,18,1,0,-2,8,200746,4,22015,0,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
61,1,1,2,0,0,0.0,17,8,0.471,3,2,0.667,"NOV 25, 2015",0021500224,SAS vs. DAL,35,5,1,9,18,200746,7,22015,0,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
62,2,1,8,1,0,0.0,18,8,0.444,4,4,1.0,"NOV 20, 2015",0021500182,SAS @ NOP,32,3,2,-6,20,200746,11,22015,0,0,1,L,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
63,1,2,8,0,0,0.0,14,4,0.286,4,3,0.75,"NOV 18, 2015",0021500172,SAS vs. DEN,32,4,2,9,11,200746,12,22015,0,0,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
64,1,1,4,0,0,0.0,8,2,0.25,2,2,1.0,"NOV 16, 2015",0021500156,SAS vs. POR,34,2,3,6,6,200746,6,22015,0,0,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
65,2,1,12,0,0,0.0,13,5,0.385,8,7,0.875,"NOV 14, 2015",0021500142,SAS vs. PHI,34,7,2,14,17,200746,19,22015,0,2,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
66,2,1,4,1,0,0.0,18,9,0.5,6,5,0.833,"NOV 11, 2015",0021500123,SAS @ POR,35,2,3,3,23,200746,6,22015,0,4,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
67,1,2,9,2,0,0.0,12,7,0.583,2,2,1.0,"NOV 09, 2015",0021500103,SAS @ SAC,26,0,4,14,16,200746,9,22015,0,2,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
68,2,0,5,0,0,0.0,10,6,0.6,4,4,1.0,"NOV 07, 2015",0021500090,SAS vs. CHA,17,0,4,-1,16,200746,5,22015,0,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
69,1,0,11,0,0,0.0,14,4,0.286,2,2,1.0,"NOV 04, 2015",0021500061,SAS @ WAS,35,4,4,-3,10,200746,15,22015,1,5,1,L,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
70,0,0,5,0,0,0.0,15,8,0.533,4,3,0.75,"NOV 02, 2015",0021500048,SAS @ NYK,32,1,1,-4,19,200746,6,22015,0,2,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
71,5,1,10,1,0,0.0,18,8,0.444,10,8,0.8,"NOV 01, 2015",0021500040,SAS @ BOS,35,4,1,5,24,200746,14,22015,1,2,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
72,4,1,6,0,0,0.0,11,5,0.455,0,0,0.0,"OCT 30, 2015",0021500028,SAS vs. BKN,30,5,0,28,10,200746,11,22015,0,1,1,W,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
73,1,1,3,1,0,0.0,12,4,0.333,4,3,0.75,"OCT 28, 2015",0021500013,SAS @ OKC,32,2,2,-7,11,200746,5,22015,0,0,1,L,LaMarcus Aldridge,"Aldridge, LaMarcus",2006,Y,200746,lamarcus_aldridge,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
74,4,0,9,1,1,1.0,10,6,0.6,3,2,0.667,"APR 13, 2016",0021501223,SAS @ DAL,30,1,2,17,15,203937,10,22015,5,0,1,W,Kyle Anderson,"Anderson, Kyle",2014,Y,203937,kyle_anderson,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
75,0,0,5,0,0,0.0,4,1,0.25,2,2,1.0,"APR 12, 2016",0021501215,SAS vs. OKC,20,0,0,10,4,203937,5,22015,2,1,1,W,Kyle Anderson,"Anderson, Kyle",2014,Y,203937,kyle_anderson,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
76,1,0,8,0,0,0.0,5,2,0.4,0,0,0.0,"APR 10, 2016",0021501201,SAS vs. GSW,18,0,3,4,4,203937,8,22015,0,0,1,L,Kyle Anderson,"Anderson, Kyle",2014,Y,203937,kyle_anderson,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
77,2,0,5,1,0,0.0,9,1,0.111,0,0,0.0,"APR 08, 2016",0021501186,SAS @ DEN,35,1,1,-8,2,203937,6,22015,0,1,1,L,Kyle Anderson,"Anderson, Kyle",2014,Y,203937,kyle_anderson,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
78,3,0,11,0,0,0.0,4,3,0.75,3,2,0.667,"APR 07, 2016",0021501177,SAS @ GSW,20,0,2,0,8,203937,11,22015,0,0,1,L,Kyle Anderson,"Anderson, Kyle",2014,Y,203937,kyle_anderson,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
79,4,0,3,1,1,1.0,5,4,0.8,2,2,1.0,"APR 05, 2016",0021501161,SAS @ UTA,23,0,2,21,11,203937,3,22015,1,0,1,W,Kyle Anderson,"Anderson, Kyle",2014,Y,203937,kyle_anderson,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
80,3,0,3,0,0,0.0,1,1,1.0,0,0,0.0,"APR 02, 2016",0021501140,SAS vs. TOR,13,0,0,0,2,203937,3,22015,1,1,1,W,Kyle Anderson,"Anderson, Kyle",2014,Y,203937,kyle_anderson,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
81,4,0,3,2,0,0.0,3,1,0.333,2,0,0.0,"MAR 30, 2016",0021501118,SAS vs. NOP,15,0,3,1,2,203937,3,22015,1,0,1,W,Kyle Anderson,"Anderson, Kyle",2014,Y,203937,kyle_anderson,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
82,7,1,3,2,1,0.5,6,4,0.667,4,4,1.0,"MAR 28, 2016",0021501100,SAS @ MEM,36,0,3,18,13,203937,3,22015,4,3,1,W,Kyle Anderson,"Anderson, Kyle",2014,Y,203937,kyle_anderson,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
83,3,0,4,1,1,1.0,7,3,0.429,0,0,0.0,"MAR 26, 2016",0021501088,SAS @ OKC,30,1,2,-5,7,203937,5,22015,3,2,1,L,Kyle Anderson,"Anderson, Kyle",2014,Y,203937,kyle_anderson,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
84,0,1,3,1,0,0.0,5,3,0.6,0,0,0.0,"MAR 25, 2016",0021501078,SAS vs. MEM,24,0,1,1,6,203937,3,22015,1,0,1,W,Kyle Anderson,"Anderson, Kyle",2014,Y,203937,kyle_anderson,1,SAS,San Antonio,spurs,1610612759,Spurs,2015
