,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,GAME_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,REB,SEASON_ID,STL,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME,TOV,VIDEO_AVAILABLE,WL
1929,25,4,39,29,7,0.241,88,34,0.386,28,20,0.714,2016-03-26,0021501085,DET vs. ATL,240,14,14,-17,95,53,22015,2,DET,1610612765,Detroit Pistons,11,1,L
1962,19,1,35,22,11,0.5,75,34,0.453,33,16,0.485,2016-01-25,0021500673,DET @ UTA,240,7,18,3,95,42,22015,7,DET,1610612765,Detroit Pistons,10,1,W
2002,18,4,38,23,7,0.304,82,34,0.415,39,27,0.692,2015-12-04,0021500285,DET vs. MIL,240,8,11,7,102,46,22015,8,DET,1610612765,Detroit Pistons,10,1,W
2005,19,1,32,24,6,0.25,101,34,0.337,21,9,0.429,2015-11-29,0021500248,DET @ BKN,240,19,15,-4,83,51,22015,11,DET,1610612765,Detroit Pistons,15,1,L
2024,16,3,31,32,9,0.281,89,34,0.382,20,15,0.75,2015-11-11,0021500122,DET @ SAC,240,14,20,-9,92,45,22015,10,DET,1610612765,Detroit Pistons,16,1,L
2043,20,4,37,19,4,0.211,87,33,0.379,20,18,0.9,2016-03-29,0021501110,DET vs. OKC,240,16,18,6,88,53,22015,6,DET,1610612765,Detroit Pistons,16,1,W
2091,18,5,36,27,10,0.37,74,33,0.446,36,23,0.639,2016-01-06,0021500528,DET @ BOS,240,11,27,5,99,47,22015,4,DET,1610612765,Detroit Pistons,18,1,W
2095,17,2,36,20,3,0.15,93,33,0.355,23,13,0.565,2016-01-02,0021500498,DET @ IND,240,12,18,-12,82,48,22015,5,DET,1610612765,Detroit Pistons,10,1,L
2133,15,2,31,27,7,0.259,74,33,0.446,35,23,0.657,2015-11-14,0021500138,DET @ LAC,240,11,23,-5,96,42,22015,8,DET,1610612765,Detroit Pistons,15,1,L
2147,14,5,31,22,5,0.227,86,33,0.384,17,11,0.647,2015-11-03,0021500054,DET vs. IND,240,19,21,-12,82,50,22015,8,DET,1610612765,Detroit Pistons,23,1,L
2160,14,1,31,22,5,0.227,80,32,0.4,25,20,0.8,2016-04-05,0021501155,DET @ MIA,240,12,14,-18,89,43,22015,7,DET,1610612765,Detroit Pistons,13,1,L
2165,17,2,38,20,10,0.5,76,32,0.421,34,20,0.588,2016-04-02,0021501139,DET @ CHI,240,7,16,4,94,45,22015,8,DET,1610612765,Detroit Pistons,10,1,W
2176,17,4,28,23,3,0.13,79,32,0.405,22,14,0.636,2016-03-14,0021500989,DET @ WAS,240,11,21,-43,81,39,22015,5,DET,1610612765,Detroit Pistons,21,1,L
2194,18,5,39,34,11,0.324,85,32,0.376,28,20,0.714,2016-02-03,0021500737,DET @ BOS,240,9,18,-7,95,48,22015,3,DET,1610612765,Detroit Pistons,16,1,L
2231,17,2,34,34,10,0.294,87,32,0.368,22,10,0.455,2015-12-07,0021500304,DET @ CHA,240,7,20,-20,84,41,22015,11,DET,1610612765,Detroit Pistons,13,1,L
2258,23,4,35,33,13,0.394,81,31,0.383,24,14,0.583,2016-04-01,0021501129,DET vs. DAL,240,12,17,-9,89,47,22015,4,DET,1610612765,Detroit Pistons,11,1,L
2271,19,1,35,19,6,0.316,78,31,0.397,23,13,0.565,2016-03-02,0021500905,DET @ SAS,240,7,13,-16,81,42,22015,3,DET,1610612765,Detroit Pistons,16,1,L
2305,17,1,25,29,9,0.31,90,31,0.344,20,16,0.8,2015-11-27,0021500234,DET @ OKC,240,13,21,-16,87,38,22015,9,DET,1610612765,Detroit Pistons,8,1,L
2315,19,3,26,28,6,0.214,91,31,0.341,24,20,0.833,2015-11-23,0021500205,DET @ MIL,240,22,18,-21,88,48,22015,7,DET,1610612765,Detroit Pistons,18,1,L
2378,16,4,35,19,7,0.368,74,30,0.405,34,25,0.735,2015-10-28,0021500007,DET vs. UTA,240,8,20,5,92,43,22015,2,DET,1610612765,Detroit Pistons,12,1,W
