,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,GAME_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,REB,SEASON_ID,STL,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME,TOV,VIDEO_AVAILABLE,WL
1647,18,10,32,19,7,0.368,86,36,0.419,25,18,0.72,2016-01-23,0021500663,IND @ SAC,240,9,26,-11,97,41,22015,7,IND,1610612754,Indiana Pacers,12,1,L
1666,21,7,40,21,5,0.238,81,36,0.444,19,14,0.737,2016-01-08,0021500544,IND @ NOP,240,14,17,5,91,54,22015,7,IND,1610612754,Indiana Pacers,25,1,W
1702,22,6,38,28,6,0.214,86,36,0.419,20,18,0.9,2015-12-11,0021500333,IND vs. MIA,240,7,13,13,96,45,22015,13,IND,1610612754,Indiana Pacers,12,1,W
1741,21,5,34,15,5,0.333,80,36,0.45,24,13,0.542,2015-11-06,0021500080,IND vs. MIA,240,9,15,3,90,43,22015,4,IND,1610612754,Indiana Pacers,12,1,W
1778,18,5,38,26,10,0.385,81,35,0.432,13,11,0.846,2016-03-21,0021501045,IND vs. PHI,240,7,20,16,91,45,22015,7,IND,1610612754,Indiana Pacers,15,1,W
1786,21,7,39,28,8,0.286,91,35,0.385,23,16,0.696,2016-03-17,0021501012,IND vs. TOR,265,9,32,-7,94,48,22015,9,IND,1610612754,Indiana Pacers,15,1,L
1807,19,3,42,19,4,0.211,85,35,0.412,24,21,0.875,2016-02-26,0021500861,IND vs. CHA,240,10,20,-1,95,52,22015,8,IND,1610612754,Indiana Pacers,15,1,L
1827,18,2,36,16,5,0.313,83,35,0.422,24,14,0.583,2016-01-26,0021500676,IND vs. LAC,240,12,17,-2,89,48,22015,7,IND,1610612754,Indiana Pacers,17,1,L
1896,19,5,39,21,9,0.429,87,35,0.402,24,16,0.667,2015-11-16,0021500153,IND @ CHI,240,11,21,-1,95,50,22015,4,IND,1610612754,Indiana Pacers,13,1,L
1905,18,1,32,23,8,0.348,91,35,0.385,29,22,0.759,2015-11-04,0021500060,IND vs. BOS,240,21,20,2,100,53,22015,10,IND,1610612754,Indiana Pacers,14,1,W
1924,17,3,46,22,7,0.318,81,34,0.42,20,17,0.85,2016-04-03,0021501151,IND @ NYK,240,7,18,5,92,53,22015,5,IND,1610612754,Indiana Pacers,17,1,W
1969,14,6,36,20,4,0.2,83,34,0.41,34,25,0.735,2016-01-19,0021500628,IND @ PHX,240,10,23,3,97,46,22015,16,IND,1610612754,Indiana Pacers,14,1,W
2003,17,5,41,27,9,0.333,83,34,0.41,37,30,0.811,2015-11-29,0021500253,IND @ LAL,240,9,18,4,107,50,22015,4,IND,1610612754,Indiana Pacers,16,1,W
2027,25,4,36,25,11,0.44,77,34,0.442,22,18,0.818,2015-11-09,0021500099,IND vs. ORL,240,6,16,13,97,42,22015,12,IND,1610612754,Indiana Pacers,18,1,W
2051,24,5,31,24,5,0.208,87,33,0.379,7,4,0.571,2016-03-13,0021500984,IND @ ATL,240,7,14,-29,75,38,22015,9,IND,1610612754,Indiana Pacers,17,1,L
2096,11,9,41,18,7,0.389,73,33,0.452,29,21,0.724,2016-01-02,0021500498,IND vs. DET,240,6,22,12,94,47,22015,7,IND,1610612754,Indiana Pacers,14,1,W
2181,19,7,40,16,7,0.438,78,32,0.41,30,28,0.933,2016-03-07,0021500939,IND vs. SAS,240,8,18,8,99,48,22015,5,IND,1610612754,Indiana Pacers,9,1,W
2209,19,6,33,22,6,0.273,76,32,0.421,29,25,0.862,2016-01-06,0021500526,IND @ ORL,240,9,18,9,95,42,22015,11,IND,1610612754,Indiana Pacers,16,1,W
2235,16,6,38,20,7,0.35,76,32,0.421,39,32,0.821,2015-12-02,0021500276,IND @ LAC,240,9,26,12,103,47,22015,7,IND,1610612754,Indiana Pacers,15,0,W
2256,23,3,32,23,9,0.391,86,32,0.372,31,26,0.839,2015-10-28,0021500009,IND @ TOR,240,8,30,-7,99,40,22015,14,IND,1610612754,Indiana Pacers,13,1,L
2275,13,5,45,27,4,0.148,78,31,0.397,33,23,0.697,2016-02-08,0021500776,IND vs. LAL,240,8,21,2,89,53,22015,8,IND,1610612754,Indiana Pacers,16,1,W
2355,12,2,32,28,5,0.179,77,30,0.39,25,19,0.76,2015-12-19,0021500402,IND @ MEM,240,13,20,-12,84,45,22015,8,IND,1610612754,Indiana Pacers,17,1,L
2438,10,7,27,17,4,0.235,70,28,0.4,21,16,0.762,2015-10-31,0021500033,IND vs. UTA,240,7,19,-21,76,34,22015,8,IND,1610612754,Indiana Pacers,24,1,L
